test_category,exp_folder,sch_file,rel_path,capacity_mAh,schedule_desc,n_steps,n_groups_expanded,total_tc,first_record_interval_s,first_chamber_c,category_summary
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch017[017]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch018[018]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch019[019]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch020[020]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch021[021]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch022[022]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C,251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C\M01Ch023[023]\251224_260110_00_박민희_3-45mAh_M1 ATL Cathode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_ca_3.45mAh_SDI_M1,26,7,223,300.1000061035156,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V.sch,성능\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V\M01Ch029[029]\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V.sch,11.0,GITT_0.1C_half_an_4.04mAh_SDI_M1_case1,26,7,253,300.0,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V.sch,성능\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V\M01Ch031[031]\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V.sch,11.0,GITT_0.1C_half_an_4.04mAh_SDI_M1_case1,26,7,253,300.0,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V.sch,성능\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V\M01Ch032[032]\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.05C 3.0V.sch,11.0,GITT_0.1C_half_an_4.04mAh_SDI_M1_case1,26,7,253,300.0,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C\M01Ch024[024]\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_an_4.04mAh_SDI_M1_ref,26,7,223,300.0,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C\M01Ch025[025]\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_an_4.04mAh_SDI_M1_ref,26,7,223,300.0,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C,251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C.sch,성능\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C\M01Ch028[028]\251224_260110_00_박민희_4-04mAh_M1 ATL Anode Half T23 GITT 0.1C.sch,11.0,GITT_0.1C_half_an_4.04mAh_SDI_M1_ref,26,7,223,300.0,0,"GITT_PULSE:4, REST_SHORT:1, DCHG_SET:1, CHARGE_SET:1"
성능,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,성능\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12\M01Ch007[007]\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,5000.0,4.53V_Si_5000mAh 0.2C recovery capacity 4cycle SOC30 setting,14,3,6,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,성능\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12\M01Ch008[008]\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,5000.0,4.53V_Si_5000mAh 0.2C recovery capacity 4cycle SOC30 setting,14,3,6,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,성능\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12\M01Ch009[009]\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,5000.0,4.53V_Si_5000mAh 0.2C recovery capacity 4cycle SOC30 setting,14,3,6,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,성능\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12\M01Ch010[010]\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,5000.0,4.53V_Si_5000mAh 0.2C recovery capacity 4cycle SOC30 setting,14,3,6,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,성능\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12\M01Ch011[011]\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,5000.0,4.53V_Si_5000mAh 0.2C recovery capacity 4cycle SOC30 setting,14,3,6,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12,260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,성능\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12\M01Ch012[012]\260109_260112_05_이근준_5000mAh_Gen5P Si5 ATL T2 3M 보관 용량 측정 4cycle SOC 30 setting ch7 to 12.sch,5000.0,4.53V_Si_5000mAh 0.2C recovery capacity 4cycle SOC30 setting,14,3,6,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D,260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D.sch,성능\260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D\M01Ch057[057]\260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D.sch,2688.0,4.55V Floating 2688mAh +120D,4,1,1,60.0,0,FLOATING:1
성능,260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D,260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D.sch,성능\260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D\M01Ch058[058]\260112_260312_03_나무늬_2688mAh_Gen5+B SDI MP2 2.0C EPF HT Floating + 120D.sch,2688.0,4.55V Floating 2688mAh +120D,4,1,1,60.0,0,FLOATING:1
성능,260202_260226_05_문현규_5075mAh_Cosmx 25Si 율별용량+Hybrid ch54,260202_260226_05_문현규_5075mAh_Cosmx 25Si 율별용량+Hybrid ch54.sch,성능\260202_260226_05_문현규_5075mAh_Cosmx 25Si 율별용량+Hybrid ch54\M01Ch054[054]\260202_260226_05_문현규_5075mAh_Cosmx 25Si 율별용량+Hybrid ch54.sch,5075.0,�������� 5075mAh+ hybrid,154,21,23,60.0,0,"CHG_DCHG:16, RPT:3, INIT:1, FORMATION:1"
성능,260204_260226_05_문현규_4900mAh_Cosmx gen5 율별용량 ch61,260204_260226_05_문현규_4900mAh_Cosmx gen5 율별용량 ch61.sch,성능\260204_260226_05_문현규_4900mAh_Cosmx gen5 율별용량 ch61\M01Ch061[061]\260204_260226_05_문현규_4900mAh_Cosmx gen5 율별용량 ch61.sch,4900.0,�������� 4900mAh 2C,76,13,15,60.0,0,"CHG_DCHG:8, RPT:3, INIT:1, FORMATION:1"
성능,260204_260226_05_문현규_5070mAh_Cosmx Gen5P 율별용량,260204_260226_05_문현규_5070mAh_Cosmx Gen5P 율별용량.sch,성능\260204_260226_05_문현규_5070mAh_Cosmx Gen5P 율별용량\M01Ch043[043]\260204_260226_05_문현규_5070mAh_Cosmx Gen5P 율별용량.sch,5070.0,�������� 5070mAh 2C,76,13,15,60.0,0,"CHG_DCHG:8, RPT:3, INIT:1, FORMATION:1"
성능,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL.sch,성능\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL\M01Ch002[002]\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL.sch,3885.0,POR���� v2 ������pulse PA1 ATL,89,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL_000.sch,성능\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL\M01Ch002[002]\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 ATL_000.sch,3885.0,POR���� v2 ������pulse PA1 ATL,89,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI.sch,성능\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI\M01Ch001[001]\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI.sch,3885.0,POR���� v2 ������ pulse PA1 SDI(stack),89,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI_000.sch,성능\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI\M01Ch001[001]\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI_000.sch,3885.0,POR���� v2 ������ pulse PA1 SDI(stack),89,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI,260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI_001.sch,성능\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI\M01Ch001[001]\260211_260310_05_문현규_3885mAh_POR 40C pulse PA1 SDI_001.sch,3885.0,POR���� v2 ������ pulse PA1 SDI(stack),89,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL.sch,성능\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL\M01Ch004[004]\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL.sch,4855.0,POR���� v2 ������ pulse PA3 ATL,90,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL_000.sch,성능\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL\M01Ch004[004]\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL_000.sch,4855.0,POR���� v2 ������ pulse PA3 ATL,90,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL_001.sch,성능\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL\M01Ch004[004]\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 ATL_001.sch,4855.0,POR���� v2 ������ pulse PA3 ATL,90,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI.sch,성능\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI\M01Ch005[005]\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI.sch,4855.0,POR���� v2 ������ pulse PA3 SDI,90,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI_000.sch,성능\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI\M01Ch005[005]\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI_000.sch,4855.0,POR���� v2 ������ pulse PA3 SDI,90,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI,260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI_001.sch,성능\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI\M01Ch005[005]\260211_260310_05_문현규_4855mAh_POR 40C pulse PA3 SDI_001.sch,4855.0,POR���� v2 ������ pulse PA3 SDI,90,147,266,60.0,0,"RPT:56, CHG_DCHG:55, PULSE_DCIR:14, DISCHARGE_SET:7, CHARGE_SET:7, DCHG_SET:6, INIT:1, TERMINATION:1"
성능,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10.sch,성능\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10\M01Ch022[022]\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10.sch,5432.0,SDI Phase2 MP2 5432mAh DCIR,42,7,26,60.0,0,"PULSE_DCIR:2, INIT:1, FORMATION:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10.sch,성능\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10\M01Ch023[023]\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 Fresh DCIR SOC10.sch,5432.0,SDI Phase2 MP2 5432mAh DCIR,42,7,26,60.0,0,"PULSE_DCIR:2, INIT:1, FORMATION:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10.sch,성능\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10\M01Ch024[024]\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10.sch,5432.0,SDI Phase2 MP2 5432mAh DCIR,32,5,22,60.0,0,"PULSE_DCIR:2, INIT:1, CHARGE_SET:1, TERMINATION:1"
성능,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10,260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10.sch,성능\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10\M01Ch026[026]\260212_260215_05_한지영_5432mAh_SDI Phase2 MP2 고온수명후 DCIR SOC10.sch,5432.0,SDI Phase2 MP2 5432mAh DCIR,32,5,22,60.0,0,"PULSE_DCIR:2, INIT:1, CHARGE_SET:1, TERMINATION:1"
성능,260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR,260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR.sch,성능\260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR\M01Ch024[024]\260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR.sch,3876.0,DCIR 3885mAh,42,7,24,60.0,0,"PULSE_DCIR:2, INIT:1, RPT:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR,260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR.sch,성능\260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR\M01Ch025[025]\260226_260228_05_문현규_3876mAh_PS 연속저장 DCIR.sch,3876.0,DCIR 3885mAh,42,7,24,60.0,0,"PULSE_DCIR:2, INIT:1, RPT:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR,260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR.sch,성능\260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR\M01Ch015[015]\260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR.sch,3885.0,DCIR 3885mAh,42,7,24,60.0,0,"PULSE_DCIR:2, INIT:1, RPT:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR,260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR_000.sch,성능\260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR\M01Ch015[015]\260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR_000.sch,3885.0,DCIR 3885mAh,42,7,24,60.0,0,"PULSE_DCIR:2, INIT:1, RPT:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR,260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR.sch,성능\260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR\M01Ch018[018]\260226_260228_05_문현규_3885mAh_PA1 연속저장 DCIR.sch,3885.0,DCIR 3885mAh,42,7,24,60.0,0,"PULSE_DCIR:2, INIT:1, RPT:1, DISCHARGE_SET:1, CHARGE_SET:1, TERMINATION:1"
성능,260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규,260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규.sch,성능\260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규\M01Ch046[046]\260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규.sch,6330.0,LWN Si25P SPL 6330mAh SOC�� DCIR v251124,112,11,85,1.0,23.0,"RPT:2, SOC_DCIR:2, ACCEL:2, PULSE_DCIR:2, INIT:1, FORMATION:1, CHARGE_SET:1"
성능,260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규,260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규.sch,성능\260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규\M01Ch047[047]\260306_260318_05_현혜정_6330mAh_LWN 25P(after LT100cy) SOC별 DCIR 신규.sch,6330.0,LWN Si25P SPL 6330mAh SOC�� DCIR v251124,112,11,85,1.0,23.0,"RPT:2, SOC_DCIR:2, ACCEL:2, PULSE_DCIR:2, INIT:1, FORMATION:1, CHARGE_SET:1"
성능,260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting,260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting.sch,성능\260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting\M01Ch043[043]\260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting.sch,4991.0,4.53V_Si_4991mAh 0.2C recovery capacity + SOC30,14,3,4,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
성능,260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting,260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting.sch,성능\260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting\M01Ch044[044]\260310_260312_05_이근준_4991mAh_Gen5P ATL MP1 8M Fresh 보관 용량 측정 2cycle SOC30 setting.sch,4991.0,4.53V_Si_4991mAh 0.2C recovery capacity + SOC30,14,3,4,60.0,0,"INIT:1, FORMATION:1, HYSTERESIS_CHG:1"
